year,title,hours,minutes,seconds,total_seconds,time_stamp
2017,"Remasters Month (Bulletstorm, Full Throttle, Planescape Torment, Parrappa The Rapper)",01,18,40,4720,01:18:40
2017,Outlast 2,01,23,34,5014,01:23:34
2017,Sniper Ghost Warrior 3,01,28,30,5310,01:28:30
2017,Prey,01,33,33,5613,01:33:33
2017,Wilson's Heart (VR),01,38,27,5907,01:38:27
2017,The Surge,01,43,25,6205,01:43:25
2017,Injustice 2,01,48,27,6507,01:48:27
2017,Vanquish,01,53,22,6802,01:53:22
2017,E3 2017,01,58,11,7091,01:58:11
2017,Strafe,02,03,13,7393,02:03:13
2017,Get Even,02,07,52,7672,02:07:52
2017,Hollow Knight & Dead Cells,02,12,40,7960,02:12:40
2017,Crash Bandicoot N-Sane Trilogy,02,17,30,8250,02:17:30
2017,The fifth console generation (Let's all laugh of an industry that never learns anything tee hee hee),02,22,14,8534,02:22:14
2017,The End is Nigh,02,27,02,8822,02:27:02
2017,Yonder The Cloud Catcher Chronicles,02,29,44,8984,02:29:44
2017,Pyre,02,31,51,9111,02:31:51
2017,Splatoon 2,02,36,37,9397,02:36:37
2017,Hellblade Senua's Sacrifice,02,41,31,9691,02:41:31
2017,Agents of Mayhem,02,46,27,9987,02:46:27
2017,Sonic Mania,02,51,15,10275,02:51:15
2017,Mario+Rabids Kingdom Battle,02,55,56,10556,02:55:56
2017,Destiny 2,03,00,40,10840,03:00:40
2017,Metroid Samus Returns,03,05,28,11128,03:05:28
2017,Cuphead,03,10,10,11410,03:10:10
2017,Knack 2,03,14,52,11692,03:14:52
2017,SteamWorld Dig 2,03,17,11,11831,03:17:11
2017,Hob,03,19,30,11970,03:19:30
2017,A Hat In Time,03,21,15,12075,03:21:15
2017,Middle-Earth: Shadow of War,03,24,32,12272,03:24:32
2017,The Evil Within 2,03,29,21,12561,03:29:21
2017,Super Mario Odyssey,03,34,08,12848,03:34:08
2017,Wolfenstein: The New Colossus,03,39,04,13144,03:39:04
2017,Assassin's Creed: Origins,03,43,48,13428,03:43:48
2017,Sonic Forces,03,48,48,13728,03:48:48
2017,Star Wars: Battlefront 2,03,53,50,14030,03:53:50
2017,Hand of Fate 2,03,58,38,14318,03:58:38
2017,South Park: The Fractured but Whole,04,03,41,14621,04:03:41
2018,"Best, Blandest, and Bottom 5",00,00,00,0,00:00:00
2018,Okami HD,00,06,09,369,00:06:09
2018,PlayerUnknown's Battlegrounds,00,10,57,657,00:10:57
2018,Fortnite Battle Royale [&] DUSK,00,15,55,955,00:15:55
2018,Doki Doki Literature Club,00,20,47,1247,00:20:47
2018,The Inpatient & Doom VFR,00,25,56,1556,00:25:56
2018,Monster Hunter World,00,30,56,1856,00:30:56
2018,Subnautica,00,35,43,2143,00:35:43
2018,Kingdom Come: Deliverance,00,40,40,2440,00:40:40
2018,The Hot Coffee Controversy,00,45,48,2748,00:45:48
2018,Hunt Down The Freeman,00,50,48,3048,00:50:48
2018,Ghost of a Tale,00,56,02,3362,00:56:02
2018,God of War,01,00,57,3657,01:00:57
2018,A Way Out,01,06,14,3974,01:06:14
2018,Far Cry 5,01,11,18,4278,01:11:18
2018,Ni No Kuni 2: Revenant Kingdom,01,16,32,4592,01:16:32
2018,Extinction & Attack on Titan 2,01,21,51,4911,01:21:51
2018,Yakuza 6: The Song of Life,01,26,57,5217,01:26:57
2018,Silent Hill 4: The Room,01,32,29,5549,01:32:29
2018,Conan Exiles,01,37,46,5866,01:37:46
2018,House Flipper [&] Far Lone Sails,01,42,53,6173,01:42:53
2018,Detroit: Become Human,01,47,58,6478,01:47:58
2018,Agony,01,53,16,6796,01:53:16
2018,E3 2018 Synopsis,01,58,22,7102,01:58:22
2018,Vampyr,02,03,53,7433,02:03:53
2018,Jurassic World: Evolution,02,09,07,7747,02:09:07
2018,Resident Evil 4,02,13,58,8038,02:13:58
2018,Totally Accurate Battlegrounds & Moonlighter,02,19,17,8357,02:19:17
2018,The Crew 2,02,24,15,8655,02:24:15
2018,Octopath Traveler,02,29,24,8964,02:29:24
2018,Observer,02,34,27,9267,02:34:27
2018,Chasm [&] This is The Police 2,02,39,16,9556,02:39:16
2018,Unavowed,02,44,10,9850,02:44:10
2018,Guacamelee 2 [&] Not Tonight,02,49,11,10151,02:49:11
2018,Shenmue,02,54,23,10463,02:54:23
2018,Marvel's Spider-man,02,59,34,10774,02:59:34
2018,Shadow of the Tomb Raider,03,04,43,11083,03:04:43
2018,Dragon Quest 11: Echoes of an Elusive Age,03,09,59,11399,03:09:59
2018,Star Control Origins,03,14,58,11698,03:14:58
2018,Assassin's Creed Odyssey,03,19,59,11999,03:19:59
2018,Call of Duty Black Ops 4,03,25,22,12322,03:25:22
2018,Return of the Obra Dinn,03,30,31,12631,03:30:31
2018,The Missing: J.J Mackfield and The Island of Memories,03,35,26,12926,03:35:26
2018,Red Dead Redemption 2,03,40,30,13230,03:40:30
2018,Call of Cthulhu,03,45,51,13551,03:45:51
2018,Fallout 76,03,50,51,13851,03:50:51
2018,Hitman 2 [&] Killer 7,03,55,34,14134,03:55:34
2018,Darksiders 3,04,00,39,14439,04:00:39
2019,"Yahtzee’s 2018 Best, Worst & Blandest",00,00,00,0,00:00:00
2019,Super Smash Bros. Ultimate,00,06,56,416,00:06:56
2019,Gris [&] Ashen,00,12,06,726,00:12:06
2019,Katamari Damacy Reroll,00,17,28,1048,00:17:28
2019,Travis Strikes Again: No More Heroes,00,22,34,1354,00:22:34
2019,Resident Evil 2 (2019),00,27,28,1648,00:27:28
2019,Kingdom Hearts III,00,32,51,1971,00:32:51
2019,Metro Exodus,00,37,58,2278,00:37:58
2019,Far Cry New Dawn,00,43,00,2580,00:43:00
2019,Anthem,00,47,58,2878,00:47:58
2019,Crackdown 3,00,53,06,3186,00:53:06
2019,Left Alive,00,58,05,3485,00:58:05
2019,Devil May Cry 5,01,03,13,3793,01:03:13
2019,Tom Clancy’s The Division 2,01,08,08,4088,01:08:08
2019,Sekiro: Shadows Die Twice,01,13,09,4389,01:13:09
2019,Unheard / Outward,01,18,11,4691,01:18:11
2019,Yoshi’s Crafted World,01,23,20,5000,01:23:20
2019,Mortal Kombat 11,01,28,22,5302,01:28:22
2019,Katana Zero,01,33,49,5629,01:33:49
2019,Days Gone,01,38,55,5935,01:38:55
2019,Close to the Sun,01,44,13,6253,01:44:13
2019,Rage 2,01,49,15,6555,01:49:15
2019,Observation,01,54,18,6858,01:54:18
2019,A Plague Tale: Innocence,01,59,04,7144,01:59:04
2019,E3 2019,02,04,00,7440,02:04:00
2019,Blood: Fresh Supply,02,09,48,7788,02:09:48
2019,Bloodstained: Ritual of the Night,02,15,07,8107,02:15:07
2019,Judgment,02,20,11,8411,02:20:11
2019,The Sinking City,02,25,03,8703,02:25:03
2019,My Friend Pedro / Sea of Solitude,02,30,08,9008,02:30:08
2019,Acclaim Entertainment Hall of Shame,02,35,06,9306,02:35:06
2019,Wolfenstein: Youngblood,02,40,32,9632,02:40:32
2019,Horace,02,45,21,9921,02:45:21
2019,Rebel Galaxy Outlaw,02,50,06,10206,02:50:06
2019,Control,02,55,07,10507,02:55:07
2019,The Dark Pictures Anthology: Man of Medan,03,00,11,10811,03:00:11
2019,Remnant: From the Ashes,03,05,05,11105,03:05:05
2019,Blair Witch,03,10,35,11435,03:10:35
2019,Gears 5,03,15,52,11752,03:15:52
2019,Astral Chain,03,21,18,12078,03:21:18
2019,Contra: Rogue Corps,03,26,54,12414,03:26:54
2019,Tom Clancy’s Ghost Recon Breakpoint,03,31,48,12708,03:31:48
2019,Indivisible,03,36,55,13015,03:36:55
2019,The Outer Worlds,03,41,57,13317,03:41:57
2019,Call of Duty: Modern Warfare (or Disco Elysium),03,46,50,13610,03:46:50
2019,Luigi’s Mansion 3,03,52,03,13923,03:52:03
2019,Death Stranding,03,56,59,14219,03:56:59
2019,Star Wars Jedi: Fallen Order,04,02,05,14525,04:02:05
2019,Shenmue III,04,07,15,14835,04:07:15
2019,2019 Games Yahtzee Didn’t Review Roundup,04,12,14,15134,04:12:14
2019,Phoenix Point [&] Bug Fables: The Everlasting Sapling,04,17,52,15472,04:17:52
2020,"Top 5 best, worst, and blandest of 2019",00,00,00,0,00:00:00
2020,Yahtzee’s most significant games of the decade,00,05,46,346,00:05:46
2020,Boneworks,00,11,29,689,00:11:29
2020,Mech Warrior 5; Mercenaries,00,16,35,995,00:16:35
2020,Whattam,00,19,27,1167,00:19:27
2020,Journey to the Savage Planet,00,21,43,1303,00:21:43
2020,The Walking Dead Saints & Sinners,00,26,45,1605,00:26:45
2020,Kentucky Route Zero,00,31,49,1909,00:31:49
2020,Star Fetchers Pilot,00,36,11,2171,00:36:11
2020,Zombie Army 4 Dead War,00,36,56,2216,00:36:56
2020,Wolcen; Lords of Mayhem,00,41,48,2508,00:41:48
2020,Dreams,00,46,58,2818,00:46:58
2020,DOOM 1993 Retrospective,00,52,08,3128,00:52:08
2020,Black Mesa,00,57,35,3455,00:57:35
2020,Ori & the Will of the Wisps,01,02,34,3754,01:02:34
2020,DOOM ETERNAL,01,07,14,4034,01:07:14
2020,Half Life Alyx,01,12,28,4348,01:12:28
2020,Resident Evil 3 Remake,01,17,45,4665,01:17:45
2020,Animal Crossing - New Horizons,01,23,08,4988,01:23:08
2020,Final Fantasy 7 Remake,01,28,09,5289,01:28:09
2020,XCOM chimera Squad,01,33,25,5605,01:33:25
2020,Cloudpunk,01,38,19,5899,01:38:19
2020,Streets of Rage 4,01,40,56,6056,01:40:56
2020,WoW corrupted blood incident (Let’s All Laugh at an Industry That Never Learns Anything Tee Hee Hee),01,43,13,6193,01:43:13
2020,Void Bastards,01,48,29,6509,01:48:29
2020,Ion Fury,01,51,00,6660,01:51:00
2020,Man Eater,01,53,26,6806,01:53:26
2020,Minecraft Dungeons,01,58,24,7104,01:58:24
2020,shantie & the Seven Sirens,02,03,22,7402,02:03:22
2020,Desperados 3,02,08,35,7715,02:08:35
2020,The Last of Us 2,02,13,50,8030,02:13:50
2020,Persona 4 Golden,02,18,56,8336,02:18:56
2020,Google Stadia,02,24,14,8654,02:24:14
2020,Deadly Premonition 2,02,29,19,8959,02:29:19
2020,Paper Mario; the Origami King,02,34,16,9256,02:34:16
2020,Ghost of Tsushima,02,39,10,9550,02:39:10
2020,Carrion,02,44,06,9846,02:44:06
2020,Beyond A Steel Sky,02,46,52,10012,02:46:52
2020,Fall Guys,02,49,10,10150,02:49:10
2020,Mortal Shell,02,54,11,10451,02:54:11
2020,BattleToads,02,58,50,10730,02:58:50
2020,No Strait Roads,03,01,30,10890,03:01:30
2020,Marvels Avengers,03,03,37,11017,03:03:37
2020,Spirtfarer,03,08,45,11325,03:08:45
2020,BPM-Bullets Per Minute,03,13,47,11627,03:13:47
2020,Serious Sam 4,03,18,44,11924,03:18:44
2020,Hades,03,24,14,12254,03:24:14
2020,Crash Bandicoot 4 It’s About Time,03,29,03,12543,03:29:03
2020,Amnesia Returns,03,33,55,12835,03:33:55
2020,Remothored Broken,03,38,34,13114,03:38:34
2020,Ghostrunner,03,43,28,13408,03:43:28
2020,Watch Dogs Legion,03,48,13,13693,03:48:13
2020,Dark Pictures Anthology - Little Hope,03,53,06,13986,03:53:06
2020,Assassins Creed Valhalla,03,58,12,14292,03:58:12
2020,Spider Man Miles Morales,04,02,56,14576,04:02:56
2020,Yakuza; Like A Dragon,04,07,35,14855,04:07:35
2020,Immortals Fenyx Rising,04,12,22,15142,04:12:22
2020,Cyberpunk 2077,04,17,19,15439,04:17:19
2020,"Best, Worst, and blandest of 2020 (1st video of 2021)",04,22,13,15733,04:22:13
2021,"Best, Worst, and Blandest of 2020",00,00,00,0,00:00:00
2021,Bugsnax,00,06,25,385,00:06:25
2021,Super Meat Boy Forever,00,09,24,564,00:09:24
2021,Medal of Honor: Above & Beyond,00,11,30,690,00:11:30
2021,Demons Souls Remake,00,16,18,978,00:16:18
2021,Hitman 3,00,21,16,1276,00:21:16
2021,The Medium,00,26,03,1563,00:26:03
2021,Werewolf: The Apocalypse-Earthblood,00,31,10,1870,00:31:10
2021,Little Nightmares 2,00,36,13,2173,00:36:13
2021,Breathedge,00,40,52,2452,00:40:52
2021,Persona 5 Strikers,00,45,33,2733,00:45:33
2021,Harvest Moon:One World,00,50,40,3040,00:50:40
2021,Loop Hero,00,55,42,3342,00:55:42
2021,Everhood,00,58,11,3491,00:58:11
2021,Evil Genius 2: World Domination,01,00,36,3636,01:00:36
2021,Story of Seasons: Pioneers of Olive Town,01,05,36,3936,01:05:36
2021,Outriders,01,10,24,4224,01:10:24
2021,Oddworld:Soulstorm,01,15,19,4519,01:15:19
2021,It Takes Two,01,20,13,4813,01:20:13
2021,Balan Wonderworld,01,25,05,5105,01:25:05
2021,Resident Evil 8: Village,01,30,09,5409,01:30:09
2021,Returnal,01,35,20,5720,01:35:20
2021,Biomutant,01,40,25,6025,01:40:25
2021,Subnautica: Below Zero,01,45,10,6310,01:45:10
2021,Miitopia,01,50,04,6604,01:50:04
2021,Necromunda: Hired Gun,01,55,14,6914,01:55:14
2021,Sniper: Ghost Warrior-Contracts 2,01,59,58,7198,01:59:58
2021,Ratchet and Clank: Rift Apart,02,05,03,7503,02:05:03
2021,Scarlet Nexus,02,10,23,7823,02:10:23
2021,Mario Golf: Super Rush,02,15,26,8126,02:15:26
2021,ENDER LILIES: Quietus of the Knights,02,18,05,8285,02:18:05
2021,Ys IX: Monstrum Nox,02,20,19,8419,02:20:19
2021,Cruelty Squad,02,25,28,8728,02:25:28
2021,Death’s Door,02,30,16,9016,02:30:16
2021,The Forgotten City,02,32,40,9160,02:32:40
2021,The Great Ace Attorney Chronicles,02,35,20,9320,02:35:20
2021,Jupiter Hell,02,40,19,9619,02:40:19
2021,Dreamscaper,02,42,58,9778,02:42:58
2021,12 Minutes,02,45,19,9919,02:45:19
2021,No More Heroes 3,02,50,14,10214,02:50:14
2021,Psychonauts 2,02,55,33,10533,02:55:33
2021,Tormented Souls,03,00,32,10832,03:00:32
2021,The Artful Escape,03,03,18,10998,03:03:18
2021,Deathloop,03,05,37,11137,03:05:37
2021,Lost in Random,03,10,36,11436,03:10:36
2021,Kena: Bridge of Spirits,03,15,24,11724,03:15:24
2021,Far Cry 6,03,20,27,12027,03:20:27
2021,Metroid Dread,03,25,37,12337,03:25:37
2021,Back 4 Blood,03,30,34,12634,03:30:34
2021,Marvel’s Guardians of the Galaxy,03,35,27,12927,03:35:27
2021,The Good Life,03,40,55,13255,03:40:55
2021,Sherlock Holmes Chapter One,03,46,02,13562,03:46:02
2021,Call of Duty: Vanguard,03,51,19,13879,03:51:19
2021,Grand Theft Auto: The Trilogy- Definitive Edition,03,56,27,14187,03:56:27
2021,Oculus Quest 2,04,01,45,14505,04:01:45
2021,Resident Evil 4 VR,04,04,04,14644,04:04:04
2021,Shin Megami Tensei V,04,06,50,14810,04:06:50
2021,Halo Infinite,04,11,58,15118,04:11:58
2022,"The Best, Worst, and Blandest of 2021",00,00,00,0,00:00:00
2022,Some 2021 Games Yahtzee Didn’t Review Roundup,00,07,10,430,00:07:10
2022,Praey For The Gods,00,12,42,762,00:12:42
2022,Five Nights At Freddy’s: Security Breach,00,17,35,1055,00:17:35
2022,Dying Light 2,00,23,00,1380,00:23:00
2022,Pokémon Legends: Arceus,00,28,11,1691,00:28:11
2022,Not For Broadcast,00,33,17,1997,00:33:17
2022,Elden Ring,00,38,02,2282,00:38:02
2022,Horizon: Forbidden West,00,43,05,2585,00:43:05
2022,Babylon’s Fall,00,48,06,2886,00:48:06
2022,Ghostwire: Tokyo,00,53,10,3190,00:53:10
2022,Tiny Tina’s Wonderlands,00,58,18,3498,00:58:18
2022,Stranger Of Paradise: Final Fantasy Origin,01,03,20,3800,01:03:20
2022,Tunic,01,08,28,4108,01:08:28
2022,Weird West,01,13,25,4405,01:13:25
2022,13 Sentinels: Aegis Rim,01,18,29,4709,01:18:29
2022,Teardown,01,23,37,5017,01:23:37
2022,Rogue Legacy 2,01,28,34,5314,01:28:34
2022,Trek To Yomi,01,33,31,5611,01:33:31
2022,Ravenous Devils,01,36,30,5790,01:36:30
2022,Salt And Sacrifice,01,38,22,5902,01:38:22
2022,Hardspace: Shipbreaker,01,43,18,6198,01:43:18
2022,Sifu,01,48,19,6499,01:48:19
2022,The Quarry,01,52,53,6773,01:52:53
2022,Neon White,01,57,51,7071,01:57:51
2022,Card Shark,02,02,52,7372,02:02:52
2022,POSTAL: Brain Damaged,02,05,44,7544,02:05:44
2022,The Weird Story of “Bob’s Game”,02,07,48,7668,02:07:48
2022,No Man’s Sky (Revisit),02,13,24,8004,02:13:24
2022,Rainbow Billy: The Curse Of The Leviathan,02,18,15,8295,02:18:15
2022,Stray,02,22,58,8578,02:22:58
2022,Powerwash Simulator,02,27,45,8865,02:27:45
2022,ENDLING: Extinction Is Forever,02,30,08,9008,02:30:08
2022,Hell Pie,02,32,43,9163,02:32:43
2022,Cult Of The Lamb,02,37,43,9463,02:37:43
2022,Fashion Police Squad,02,42,42,9762,02:42:42
2022,Saints Row (Reboot/2022),02,47,43,10063,02:47:43
2022,The Mortuary Assistant,02,52,46,10366,02:52:46
2022,Soul Hackers 2,02,57,57,10677,02:57:57
2022,Metal: Hellsinger,03,02,57,10977,03:02:57
2022,Splatoon 3,03,07,53,11273,03:07:53
2022,Serial Cleaners,03,11,11,11471,03:11:11
2022,Return To Monkey Island,03,12,45,11565,03:12:45
2022,Prodeus,03,17,58,11878,03:17:58
2022,Scorn,03,23,06,12186,03:23:06
2022,A Plague Tale: Requiem,03,27,59,12479,03:27:59
2022,Gotham Knights,03,33,05,12785,03:33:05
2022,Mario + Rabbids: Sparks Of Hope,03,38,10,13090,03:38:10
2022,Bayonetta 3,03,43,21,13401,03:43:21
2022,Sonic Frontiers,03,48,12,13692,03:48:12
2022,God Of War: Ragnarok,03,53,17,13997,03:53:17
2022,Marvel’s Midnight Suns,03,58,21,14301,03:58:21
2022,Evil West,04,03,19,14599,04:03:19
2022,The Callisto Protocol,04,08,27,14907,04:08:27
