ram_mts,ram_timings,gpu_core_mhz,benchmark,score_type,score
4600,20-22-22-42,2300,Middle Earth: Shadow of War,FPS,42.73504273504274
4600,20-22-22-42,2300,Metro Exodus,FPS,66.67
4600,20-22-22-42,2300,GeekBench 5 Vulkan Compute,Score,23916
4600,20-22-22-42,2500,Tomb Raider 2013,FPS,83.6
4600,20-22-22-42,2500,Assassin's Creed Odyssey,Frames,3396
4600,20-22-22-42,2500,Shadow of the Tomb Raider,Frames,6564
4600,20-22-22-42,2500,Middle Earth: Shadow of War,FPS,43.859649122807014
4600,20-22-22-42,2500,Metro Exodus,FPS,68.81
4600,20-22-22-42,2500,GeekBench 5 Vulkan Compute,Score,25506
4600,20-22-22-42,2500,Tomb Raider 2013,FPS,83.8
4600,20-22-22-42,2500,Assassin's Creed Odyssey,Frames,3392
4600,20-22-22-42,2500,Shadow of the Tomb Raider,Frames,6536
4600,20-22-22-42,2500,Middle Earth: Shadow of War,FPS,43.66812227074236
4600,20-22-22-42,2500,Metro Exodus,FPS,69.42
4600,20-22-22-42,2500,GeekBench 5 Vulkan Compute,Score,24352
4600,20-22-22-42,2500,Tomb Raider 2013,FPS,84.2
4600,20-22-22-42,2500,Assassin's Creed Odyssey,Frames,3388
4600,20-22-22-42,2500,Shadow of the Tomb Raider,Frames,6552
4600,20-22-22-42,2500,Middle Earth: Shadow of War,FPS,43.66812227074236
4600,20-22-22-42,2500,Metro Exodus,FPS,69.64
4600,20-22-22-42,2500,GeekBench 5 Vulkan Compute,Score,23846
